Report,Geography,Segment,Variety,Type,Data Year,Timeframe,PLU,Period,Prior Year Week Ending,Current Year Week Ending,Units Prior Year,Units Current Year,Unit Variance,Dollars Prior Year,Dollars Current Year,Dollar Variance,ASP Prior Year,ASP Current Year,ASP Variance,Dollar Sales Velocity Prior Year,Dollar Sales Velocity Current Year,Dollar Sales Velocity Variance
Category,Peoria/Springfield,Avocados,Hass,Conventional,2022,Quarterly,4770,1,2021-04-04,2022-04-03,32272.62984,56609.288,0.754095909,61369.35255,118061.6005,0.923787617,1.901591313,2.085551765,0.096740267,11.83789292,29.84633558,1.52125406
Category,Peoria/Springfield,Avocados,Hass,Conventional,2022,Quarterly,Conventional Hass Bags,1,2021-04-04,2022-04-03,653179.0966,683723.8764,0.046763254,459372.2374,646582.2605,0.407534474,0.703286801,0.945677463,0.344654074,91.64685188,113.2833904,0.236085998
Category,Peoria/Springfield,Avocados,Hass,Conventional,2022,Quarterly,Total Conventional Hass,1,2021-04-04,2022-04-03,2450208.824,2179462.435,-0.110499312,2056384.444,2349466.35,0.142522915,0.839269055,1.078002682,0.284454223,288.0895614,318.6869073,0.106207756
Category,Peoria/Springfield,Avocados,Hass,Organic,2022,Quarterly,94046,1,2021-04-04,2022-04-03,1968.103606,1617.578776,-0.178102834,5104.35085,5123.737007,0.003797967,2.593537675,3.167534764,0.2213182,2.42163976,2.758311172,0.139026216
Category,Peoria/Springfield,Avocados,Hass,Organic,2022,Quarterly,94225,1,2021-04-04,2022-04-03,21444.04549,16839.08673,-0.214743005,41663.57077,40145.27603,-0.036441781,1.942896958,2.384053047,0.227060981,12.64075476,12.48162406,-0.012588702
Category,Peoria/Springfield,Avocados,Hass,Organic,2022,Quarterly,Organic Hass Bags,1,2021-04-04,2022-04-03,65972.18838,75832.68548,0.149464454,72024.85293,100518.9233,0.395614419,1.091745699,1.325535587,0.214143173,16.35359969,21.27670061,0.301040811
Category,Peoria/Springfield,Avocados,Hass,Organic,2022,Quarterly,Total Organic Hass,1,2021-04-04,2022-04-03,89384.33748,94289.35099,0.054875537,118792.7745,145787.9363,0.227245823,1.329011076,1.546176051,0.163403434,17.9225573,20.64034352,0.151640537
Category,Peoria/Springfield,Total Produce,Total Produce,Total Produce,2022,Quarterly,Total Produce,1,2021-04-04,2022-04-03,135094663.1,127271560,-0.057908306,98494073.38,102300601.3,0.038647279,0.729074496,0.803797811,0.102490644,13621.02777,13877.03368,0.018794904
Category,New York,Avocados,Hass,Conventional,2022,Quarterly,4046,1,2021-04-04,2022-04-03,4434664.563,8895671.714,1.005940154,3804161.15,12822599.82,2.370677347,0.857823877,1.441442561,0.680347911,166.1495867,328.1307225,0.974911457
Category,Philadelphia,Avocados,Hass,Total Hass,2022,YTD-Q,Total Hass,1,2021-04-04,2022-04-03,11827778.36,9944517.81,-0.159223524,11334025.65,13142404.07,0.159553055,0.958254822,1.321572783,0.379145455,480.8452644,543.1471709,0.129567474
Category,Philadelphia,Avocados,Hass,Total Hass,2022,Quarterly,Total Hass,1,2021-04-04,2022-04-03,11827778.36,9944517.81,-0.159223524,11334025.65,13142404.07,0.159553055,0.958254822,1.321572783,0.379145455,480.8452644,543.1471709,0.129567474
Category,Philadelphia,Avocados,Hass,Conventional,2022,Quarterly,4225,1,2021-04-04,2022-04-03,3942675.118,1825935.764,-0.536878969,4313841.601,3066794.402,-0.289080433,1.094140773,1.679574091,0.535062154,217.8466264,143.2307076,-0.342515834
Category,Philadelphia,Avocados,Hass,Conventional,2022,Quarterly,4770,1,2021-04-04,2022-04-03,11033.98106,41392.35903,2.751353098,10415.71728,38691.11422,2.714685526,0.943967297,0.934740496,-0.009774492,0.713409247,1.673504418,1.345784591
Category,Philadelphia,Avocados,Hass,Conventional,2022,Quarterly,Conventional Hass Bags,1,2021-04-04,2022-04-03,4095459.017,3770742.257,-0.079287025,3209552.149,3780138.211,0.17777747,0.783685574,1.002491805,0.279201556,169.4338882,201.3662804,0.188465203
Category,Philadelphia,Avocados,Hass,Conventional,2022,Quarterly,Total Conventional Hass,1,2021-04-04,2022-04-03,11341860.99,9489129.189,-0.163353422,10627390.28,12362730.82,0.163289434,0.937005865,1.302830911,0.390419163,450.7261955,511.0597004,0.133858439
Category,Philadelphia,Avocados,Hass,Organic,2022,Quarterly,94046,1,2021-04-04,2022-04-03,24752.92193,25448.23447,0.028090119,46127.48585,61439.21663,0.331943753,1.863516799,2.414282087,0.295551555,3.416947391,4.944800643,0.447139823
Category,Philadelphia,Avocados,Hass,Organic,2022,Quarterly,94225,1,2021-04-04,2022-04-03,69338.25965,44243.71496,-0.361914833,145815.4863,118502.6405,-0.187311008,2.102958554,2.678406202,0.273637179,11.43030936,11.53270201,0.008957994
Category,Philadelphia,Avocados,Hass,Organic,2022,Quarterly,94770,1,2021-04-04,2022-04-03,1.036247259,2.049491271,0.977801392,1.644836962,4.337547779,1.637068523,1.587301629,2.116402172,0.333333333,0.012221833,0.022951916,0.877943921
Category,Philadelphia,Avocados,Hass,Organic,2022,Quarterly,Organic Hass Bags,1,2021-04-04,2022-04-03,391825.1504,385694.6223,-0.015646081,514690.756,599727.0539,0.165218234,1.313572535,1.554927186,0.183739112,44.48004816,54.07376164,0.215685771
Category,Philadelphia,Avocados,Hass,Organic,2022,Quarterly,Total Organic Hass,1,2021-04-04,2022-04-03,485917.3682,455388.6212,-0.062827034,706635.373,779673.2486,0.103360062,1.454229503,1.712105249,0.177328094,31.2620275,34.37396804,0.099543785
Category,Philadelphia,Total Produce,Total Produce,Total Produce,2022,Quarterly,Total Produce,1,2021-04-04,2022-04-03,482556708.6,441751156.4,-0.084561154,417564675.6,431258311,0.032794046,0.865317315,0.976247158,0.128195566,17483.231,17619.71876,0.007806781
Category,Northeast,Avocados,Hass,Conventional,2022,Quarterly,4046,1,2021-04-04,2022-04-03,15763802.5,27809314.74,0.764124788,14328129.62,38408149.45,1.680611528,0.908925979,1.381125346,0.519513555,191.6773304,343.177619,0.790392313
Category,Phoenix/Tucson,Avocados,Hass,Total Hass,2022,YTD-Q,Total Hass,1,2021-04-04,2022-04-03,19642380.07,17446174.89,-0.111809525,14822323.06,19095524.67,0.288294998,0.75460932,1.094539336,0.450471531,657.0426797,793.4420275,0.207595872
Category,Phoenix/Tucson,Avocados,Hass,Total Hass,2022,Quarterly,Total Hass,1,2021-04-04,2022-04-03,19642380.07,17446174.89,-0.111809525,14822323.06,19095524.67,0.288294998,0.75460932,1.094539336,0.450471531,657.0426797,793.4420275,0.207595872
Category,Phoenix/Tucson,Avocados,Hass,Conventional,2022,Quarterly,4225,1,2021-04-04,2022-04-03,9356213.082,3797893.302,-0.594077939,8867712.798,6491966.473,-0.267909706,0.947788675,1.709359889,0.803524282,436.9580315,294.046438,-0.327060228
Category,Phoenix/Tucson,Avocados,Hass,Conventional,2022,Quarterly,4770,1,2021-04-04,2022-04-03,96443.3289,295064.5251,2.059460188,211664.0835,753266.9314,2.55878484,2.194699062,2.552888834,0.163206782,21.98865906,36.38258772,0.654606933
Category,Phoenix/Tucson,Avocados,Hass,Conventional,2022,Quarterly,Conventional Hass Bags,1,2021-04-04,2022-04-03,2312914.121,2460060.193,0.063619341,1839638.358,2642182.887,0.436251248,0.795376855,1.074031804,0.350343297,106.0205647,126.4148709,0.192361796
Category,Phoenix/Tucson,Avocados,Hass,Conventional,2022,Quarterly,Total Conventional Hass,1,2021-04-04,2022-04-03,19134611.55,16959315.82,-0.11368382,14181696.79,18375270.53,0.295703243,0.741154152,1.083491264,0.461897315,626.4808402,763.4679905,0.218661357
Category,Phoenix/Tucson,Avocados,Hass,Organic,2022,Quarterly,94046,1,2021-04-04,2022-04-03,107042.3974,113021.9283,0.055861332,169279.1597,213932.7548,0.263786725,1.581421603,1.892842902,0.196924905,10.23501054,11.65922724,0.139151463
Category,Phoenix/Tucson,Avocados,Hass,Organic,2022,Quarterly,94225,1,2021-04-04,2022-04-03,100590.8066,82002.30612,-0.184793235,183447.1408,187537.3223,0.02229624,1.823696886,2.286976199,0.254033067,23.80029957,25.21929347,0.059620842
Category,Phoenix/Tucson,Avocados,Hass,Organic,2022,Quarterly,94770,1,2021-04-04,2022-04-03,2.095132994,0,-1,6.62904531,0,-1,3.164021248,,,0.060965956,0,-1
Category,Phoenix/Tucson,Avocados,Hass,Organic,2022,Quarterly,Organic Hass Bags,1,2021-04-04,2022-04-03,300133.216,291834.8336,-0.027648997,287893.3425,318784.0611,0.107299177,0.959218531,1.092344108,0.138785452,17.39785409,17.47515204,0.004442959
Category,Phoenix/Tucson,Avocados,Hass,Organic,2022,Quarterly,Total Organic Hass,1,2021-04-04,2022-04-03,507768.5152,486859.068,-0.041179093,640626.272,720254.1382,0.12429691,1.261650246,1.479389387,0.172582807,31.28458511,31.24007495,-0.00142275
Category,Phoenix/Tucson,Total Produce,Total Produce,Total Produce,2022,Quarterly,Total Produce,1,2021-04-04,2022-04-03,463871302.4,454077850.3,-0.021112434,318699246.6,347184112.7,0.089378517,0.687042386,0.764591606,0.112873995,14012.41608,14307.63199,0.021068166
Category,Orlando,Avocados,Hass,Conventional,2022,Quarterly,4046,1,2021-04-04,2022-04-03,6617924.249,4733673.381,-0.284719316,5673287.484,6280874.564,0.10709612,0.857260868,1.326850008,0.54777858,352.3053684,356.1343482,0.010868355
Category,Pittsburgh,Avocados,Hass,Total Hass,2022,YTD-Q,Total Hass,1,2021-04-04,2022-04-03,2996645.219,2700052.161,-0.098975033,2746970.87,3342875.456,0.216931527,0.916682046,1.238078103,0.350607998,286.2240582,333.4176904,0.164883527
Category,Pittsburgh,Avocados,Hass,Total Hass,2022,Quarterly,Total Hass,1,2021-04-04,2022-04-03,2996645.219,2700052.161,-0.098975033,2746970.87,3342875.456,0.216931527,0.916682046,1.238078103,0.350607998,286.2240582,333.4176904,0.164883527
Category,Pittsburgh,Avocados,Hass,Conventional,2022,Quarterly,4225,1,2021-04-04,2022-04-03,285726.4422,65038.64434,-0.77237443,244786.1763,76017.68087,-0.689452721,0.856715166,1.168807893,0.364289953,26.23752189,8.704043225,-0.668259706
Category,Pittsburgh,Avocados,Hass,Conventional,2022,Quarterly,4770,1,2021-04-04,2022-04-03,1339.72309,8730.294454,5.516491745,1117.925159,8332.419336,6.453467941,0.834444945,0.954425922,0.143785373,0.346541483,1.151956382,2.324151479
Category,Pittsburgh,Avocados,Hass,Conventional,2022,Quarterly,Conventional Hass Bags,1,2021-04-04,2022-04-03,899970.8337,864604.1298,-0.039297611,679558.5289,905016.8278,0.331771715,0.755089502,1.046741273,0.386247948,112.5638219,111.9733683,-0.005245501
Category,Pittsburgh,Avocados,Hass,Conventional,2022,Quarterly,Total Conventional Hass,1,2021-04-04,2022-04-03,2769908.15,2539753.536,-0.083091064,2459834.438,3088340.582,0.255507499,0.88805632,1.216000111,0.36928265,256.6516023,308.1014515,0.200465724
Category,Pittsburgh,Avocados,Hass,Organic,2022,Quarterly,94046,1,2021-04-04,2022-04-03,38698.73985,24466.11413,-0.367780082,80940.52715,56865.57506,-0.297440021,2.091554595,2.324258554,0.11125885,10.56672607,7.846931433,-0.257392367
Category,Pittsburgh,Avocados,Hass,Organic,2022,Quarterly,94225,1,2021-04-04,2022-04-03,24.93207553,15.86963063,-0.363485378,52.32478934,33.17777373,-0.365926282,2.09869368,2.090645617,-0.003834796,0.066536089,0.209023694,2.141508586
Category,Pittsburgh,Avocados,Hass,Organic,2022,Quarterly,Organic Hass Bags,1,2021-04-04,2022-04-03,188013.3974,135816.6414,-0.277622535,206143.5805,197636.1216,-0.041269579,1.096430272,1.455168671,0.327187609,30.40402106,28.95125449,-0.047782054
Category,Pittsburgh,Avocados,Hass,Organic,2022,Quarterly,Total Organic Hass,1,2021-04-04,2022-04-03,226737.0693,160298.6252,-0.293019771,287136.4324,254534.8744,-0.113540305,1.266385039,1.587879335,0.253867731,30.60677506,27.99525372,-0.085324943
Category,Pittsburgh,Total Produce,Total Produce,Total Produce,2022,Quarterly,Total Produce,1,2021-04-04,2022-04-03,180161047.1,170746180.7,-0.052258058,149644398.7,155796368.5,0.041110592,0.830614614,0.912444236,0.098516955,15365.1865,15379.88799,0.000956805
Category,Peoria/Springfield,Avocados,Hass,Conventional,2022,Quarterly,4046,1,2021-04-04,2022-04-03,1133702.617,1168440.621,0.030641196,840055.206,1149960.893,0.368911097,0.740983741,0.984184282,0.328213061,162.5292591,211.5785508,0.301787457
Category,Portland,Avocados,Hass,Total Hass,2022,YTD-Q,Total Hass,1,2021-04-04,2022-04-03,10391315.34,8616901.91,-0.170759271,11586359.32,12937397.44,0.116605923,1.11500411,1.501397784,0.346540134,1058.847998,1130.506839,0.06767623
Category,Portland,Avocados,Hass,Total Hass,2022,Quarterly,Total Hass,1,2021-04-04,2022-04-03,10391315.34,8616901.91,-0.170759271,11586359.32,12937397.44,0.116605923,1.11500411,1.501397784,0.346540134,1058.847998,1130.506839,0.06767623
Category,Portland,Avocados,Hass,Conventional,2022,Quarterly,4225,1,2021-04-04,2022-04-03,3987210.84,1990116.429,-0.500875046,4899577.926,4043448.852,-0.174735271,1.228823386,2.031764973,0.6534231,481.6882121,495.6244334,0.028932037
Category,Portland,Avocados,Hass,Conventional,2022,Quarterly,4770,1,2021-04-04,2022-04-03,440823.6547,425547.5559,-0.034653537,899365.6348,1201289.816,0.335707937,2.040193681,2.822927308,0.383656529,90.48771426,116.002312,0.281967535
Category,Portland,Avocados,Hass,Conventional,2022,Quarterly,Conventional Hass Bags,1,2021-04-04,2022-04-03,1164224.344,1314424.203,0.129012815,896709.0666,1305645.168,0.456041002,0.770220165,0.993321003,0.289658526,146.0038382,137.854382,-0.055816725
Category,Portland,Avocados,Hass,Conventional,2022,Quarterly,Total Conventional Hass,1,2021-04-04,2022-04-03,9671888.168,8000461.532,-0.172812858,10391728.03,11631820.12,0.119334541,1.074425991,1.453893638,0.353181746,946.8291515,1014.901778,0.071895364
Category,Portland,Avocados,Hass,Organic,2022,Quarterly,94046,1,2021-04-04,2022-04-03,37377.44401,33847.82174,-0.094431879,76207.83249,86536.67954,0.135535242,2.038872226,2.556639544,0.253947899,8.672682286,8.615558334,-0.006586653
Category,Portland,Avocados,Hass,Organic,2022,Quarterly,94225,1,2021-04-04,2022-04-03,469652.2386,340129.6132,-0.275784112,897831.1785,922616.9097,0.027606227,1.911693599,2.712545083,0.418922511,89.06147581,87.8045096,-0.014113467
Category,Portland,Avocados,Hass,Organic,2022,Quarterly,94770,1,2021-04-04,2022-04-03,1.257445265,5.022327049,2.994072101,3.579394552,14.29635992,2.994072101,2.846560922,2.846560922,-1.56E-16,0.07945321,0.252350376,2.176087854
Category,Portland,Avocados,Hass,Organic,2022,Quarterly,Organic Hass Bags,1,2021-04-04,2022-04-03,212396.2339,242457.9205,0.141535874,220588.6999,296409.4297,0.343719918,1.038571616,1.222519063,0.177115804,45.82331567,52.77023387,0.15160226
Category,Portland,Avocados,Hass,Organic,2022,Quarterly,Total Organic Hass,1,2021-04-04,2022-04-03,719427.174,616440.3778,-0.143151107,1194631.29,1305577.315,0.092870517,1.66053123,2.117929588,0.27545303,112.9212812,116.7672278,0.034058651
Category,Portland,Total Produce,Total Produce,Total Produce,2022,Quarterly,Total Produce,1,2021-04-04,2022-04-03,256721033.2,240726450.2,-0.06230336,233497947.5,241250861.2,0.033203348,0.909539606,1.002178452,0.101852459,21130.62301,20910.08289,-0.010436991
Category,Philadelphia,Avocados,Hass,Conventional,2022,Quarterly,4046,1,2021-04-04,2022-04-03,3292692.879,3851058.809,0.169577288,3093580.81,5477107.097,0.770474875,0.93952911,1.422234084,0.513773303,220.9034623,328.0892777,0.485215643
Category,Providence,Avocados,Hass,Total Hass,2022,YTD-Q,Total Hass,1,2021-04-04,2022-04-03,1673421.209,1385445.178,-0.172088192,2131360.216,2208302.921,0.036100282,1.273654359,1.593930208,0.251462139,618.5289932,632.8017097,0.023075259
Category,Providence,Avocados,Hass,Total Hass,2022,Quarterly,Total Hass,1,2021-04-04,2022-04-03,1673421.209,1385445.178,-0.172088192,2131360.216,2208302.921,0.036100282,1.273654359,1.593930208,0.251462139,618.5289932,632.8017097,0.023075259
Category,Providence,Avocados,Hass,Conventional,2022,Quarterly,4225,1,2021-04-04,2022-04-03,984304.4645,636617.599,-0.353231015,1517032.761,1253348.483,-0.17381581,1.541223082,1.968761914,0.277402303,734.8559358,378.7274853,-0.484623493
Category,Providence,Avocados,Hass,Conventional,2022,Quarterly,4770,1,2021-04-04,2022-04-03,1002.625178,3534.191662,2.524938071,1018.633279,3471.602426,2.408098377,1.015966187,0.982290367,-0.033146595,0.354545858,0.920378433,1.59593622
Category,Providence,Avocados,Hass,Conventional,2022,Quarterly,Conventional Hass Bags,1,2021-04-04,2022-04-03,315353.0024,290664.3903,-0.078288813,262084.1848,323275.0975,0.233478082,0.831081939,1.112193679,0.338247923,90.27134472,111.4814149,0.234959058
Category,Providence,Avocados,Hass,Conventional,2022,Quarterly,Total Conventional Hass,1,2021-04-04,2022-04-03,1567664.36,1298731.57,-0.17154998,1989449.97,2067219.527,0.039090984,1.269053518,1.591721934,0.254259109,577.1570953,592.2866323,0.026213898
Category,Providence,Avocados,Hass,Organic,2022,Quarterly,94046,1,2021-04-04,2022-04-03,523.8170234,708.9574358,0.353444818,1735.726394,2555.438183,0.472258641,3.313612038,3.60450156,0.087786234,8.136729254,11.4800679,0.410894666
Category,Providence,Avocados,Hass,Organic,2022,Quarterly,94225,1,2021-04-04,2022-04-03,231.802475,323.794594,0.396855638,783.2539133,878.8122874,0.122001783,3.378971313,2.714104261,-0.196766113,0.598235413,0.32898776,-0.450069733
Category,Providence,Avocados,Hass,Organic,2022,Quarterly,Organic Hass Bags,1,2021-04-04,2022-04-03,105001.2298,85680.85583,-0.184001407,139391.2658,137649.1429,-0.012498078,1.327520316,1.606533239,0.21017601,45.97130948,47.72262654,0.038095871
Category,Providence,Avocados,Hass,Organic,2022,Quarterly,Total Organic Hass,1,2021-04-04,2022-04-03,105756.8493,86713.60786,-0.180066271,141910.2461,141083.3933,-0.00582659,1.341853951,1.627004075,0.21250459,44.0998951,41.80606136,-0.052014494
Category,Providence,Total Produce,Total Produce,Total Produce,2022,Quarterly,Total Produce,1,2021-04-04,2022-04-03,71474675.5,64100126.45,-0.10317709,66190210.9,63739298.02,-0.037028329,0.926065217,0.994370862,0.073759001,18831.77257,17888.33314,-0.050098281
Category,Phoenix/Tucson,Avocados,Hass,Conventional,2022,Quarterly,4046,1,2021-04-04,2022-04-03,7369041.02,10406297.8,0.412164455,3262681.551,8487854.237,1.601496378,0.442755243,0.81564591,0.84220497,143.912172,374.6843645,1.603562709
Category,Raleigh/Greensboro,Avocados,Hass,Total Hass,2022,YTD-Q,Total Hass,1,2021-04-04,2022-04-03,7841046.802,6662204.352,-0.150342484,7329131.585,8557745.269,0.167634278,0.934713409,1.284521581,0.374241098,471.5918821,515.6979769,0.093525984
Category,Raleigh/Greensboro,Avocados,Hass,Total Hass,2022,Quarterly,Total Hass,1,2021-04-04,2022-04-03,7841046.802,6662204.352,-0.150342484,7329131.585,8557745.269,0.167634278,0.934713409,1.284521581,0.374241098,471.5918821,515.6979769,0.093525984
Category,Raleigh/Greensboro,Avocados,Hass,Conventional,2022,Quarterly,4225,1,2021-04-04,2022-04-03,982087.0246,965940.9917,-0.016440532,1963059.277,2237548.463,0.139827253,1.998864895,2.316444258,0.158879854,151.5616483,158.6436189,0.046726667
Category,Raleigh/Greensboro,Avocados,Hass,Conventional,2022,Quarterly,4770,1,2021-04-04,2022-04-03,60264.50147,62720.55114,0.040754501,138369.8465,117951.1261,-0.147566258,2.296042333,1.880581787,-0.180946379,17.75805358,13.8900014,-0.217819603
Category,Raleigh/Greensboro,Avocados,Hass,Conventional,2022,Quarterly,Conventional Hass Bags,1,2021-04-04,2022-04-03,2698637.148,2470041.264,-0.0847079,2139603.329,2701916.757,0.262811999,0.792845874,1.09387515,0.37968196,213.8046534,240.9077733,0.126765809
Category,Raleigh/Greensboro,Avocados,Hass,Conventional,2022,Quarterly,Total Conventional Hass,1,2021-04-04,2022-04-03,7445730.267,6228103.055,-0.163533618,6792074.596,7879599.431,0.160116739,0.91221067,1.265168441,0.386925721,436.7746569,474.9575183,0.087420048
Category,Raleigh/Greensboro,Avocados,Hass,Organic,2022,Quarterly,94046,1,2021-04-04,2022-04-03,10079.13884,12045.25972,0.195068341,23987.71307,30997.02549,0.29220428,2.379936764,2.573379587,0.081280656,11.00641009,24.89584203,1.261940254
Category,Raleigh/Greensboro,Avocados,Hass,Organic,2022,Quarterly,94225,1,2021-04-04,2022-04-03,58929.79047,50115.04639,-0.149580442,131749.2091,135570.7873,0.02900646,2.235697904,2.705191295,0.209998583,19.7771025,19.98842524,0.010685223
Category,Raleigh/Greensboro,Avocados,Hass,Organic,2022,Quarterly,94770,1,2021-04-04,2022-04-03,725.4257982,723.3403618,-0.002874776,1593.51991,1645.914356,0.032879694,2.196668376,2.275435526,0.035857552,0.483655421,0.620469884,0.2828759
Category,Raleigh/Greensboro,Avocados,Hass,Organic,2022,Quarterly,Organic Hass Bags,1,2021-04-04,2022-04-03,325582.1799,371217.6502,0.14016575,379726.5477,509932.1102,0.342892967,1.166300158,1.373674204,0.17780504,39.47317495,47.57381824,0.205218944
Category,Raleigh/Greensboro,Avocados,Hass,Organic,2022,Quarterly,Total Organic Hass,1,2021-04-04,2022-04-03,395316.535,434101.2967,0.098110649,537056.9898,678145.8373,0.262707404,1.358549269,1.562183394,0.149890865,36.03524347,42.00212878,0.165584709
Category,Raleigh/Greensboro,Total Produce,Total Produce,Total Produce,2022,Quarterly,Total Produce,1,2021-04-04,2022-04-03,304844282.3,298046506.6,-0.022299174,236153823.9,255905207.2,0.083637787,0.77467034,0.85860831,0.108353147,15002.65919,15338.98581,0.0224178
Category,Pittsburgh,Avocados,Hass,Conventional,2022,Quarterly,4046,1,2021-04-04,2022-04-03,1582871.151,1601380.467,0.011693508,1534371.807,2098973.654,0.367969383,0.969359892,1.310727648,0.352157913,197.8002295,248.8651621,0.258164173
Category,Richmond/Norfolk,Avocados,Hass,Total Hass,2022,YTD-Q,Total Hass,1,2021-04-04,2022-04-03,5668832.008,5085754.545,-0.102856719,5203936.382,6045168.881,0.16165311,0.917990933,1.188647393,0.294835657,398.3926551,437.0674178,0.097076997
Category,Richmond/Norfolk,Avocados,Hass,Total Hass,2022,Quarterly,Total Hass,1,2021-04-04,2022-04-03,5668832.008,5085754.545,-0.102856719,5203936.382,6045168.881,0.16165311,0.917990933,1.188647393,0.294835657,398.3926551,437.0674178,0.097076997
Category,Richmond/Norfolk,Avocados,Hass,Conventional,2022,Quarterly,4225,1,2021-04-04,2022-04-03,1698290.118,678013.4636,-0.600766997,1890153.193,1279010.452,-0.32332974,1.112974263,1.886408634,0.694925656,191.4002495,122.9204868,-0.357783038
Category,Richmond/Norfolk,Avocados,Hass,Conventional,2022,Quarterly,4770,1,2021-04-04,2022-04-03,11052.59081,20210.96064,0.82861747,25915.6315,33001.41287,0.273417276,2.344756262,1.632847317,-0.303617462,5.579918881,5.862715163,0.050681074
Category,Richmond/Norfolk,Avocados,Hass,Conventional,2022,Quarterly,Conventional Hass Bags,1,2021-04-04,2022-04-03,1282498.856,1394109.106,0.087025614,1141284.552,1568144.351,0.374016978,0.889891283,1.124836172,0.264015272,124.8903796,152.5212024,0.221240603
Category,Richmond/Norfolk,Avocados,Hass,Conventional,2022,Quarterly,Total Conventional Hass,1,2021-04-04,2022-04-03,5135449.489,4735224.149,-0.077933848,4676556.866,5532683.999,0.183067833,0.91064217,1.168410158,0.283061775,358.3791688,397.7547444,0.109871273
Category,Richmond/Norfolk,Avocados,Hass,Organic,2022,Quarterly,94046,1,2021-04-04,2022-04-03,4398.997011,9954.12095,1.26281603,10596.7479,30233.65117,1.853106582,2.408900909,3.037299961,0.260865463,2.16124724,6.427446861,1.973952606
Category,Richmond/Norfolk,Avocados,Hass,Organic,2022,Quarterly,94225,1,2021-04-04,2022-04-03,50062.73489,38612.7567,-0.228712599,96126.47397,92610.02816,-0.03658145,1.920120309,2.398430883,0.249104482,16.00027127,15.04831466,-0.059496279
Category,Richmond/Norfolk,Avocados,Hass,Organic,2022,Quarterly,94770,1,2021-04-04,2022-04-03,66.58382618,23.1104924,-0.652911319,153.3119576,69.35595554,-0.547615485,2.302540517,3.001059188,0.303368677,0.367353689,0.211914898,-0.423131157
Category,Richmond/Norfolk,Avocados,Hass,Organic,2022,Quarterly,Organic Hass Bags,1,2021-04-04,2022-04-03,478854.2027,301940.4077,-0.369452318,420502.9824,389571.8471,-0.07355747,0.878144078,1.290227598,0.469266411,35.92675339,34.34386765,-0.044058692
Category,Richmond/Norfolk,Avocados,Hass,Organic,2022,Quarterly,Total Organic Hass,1,2021-04-04,2022-04-03,533382.5184,350530.3959,-0.342816115,527379.5163,512484.8824,-0.028242724,0.988745409,1.462026941,0.478668753,41.08062251,39.6947535,-0.033735346
Category,Richmond/Norfolk,Total Produce,Total Produce,Total Produce,2022,Quarterly,Total Produce,1,2021-04-04,2022-04-03,239260704.6,229171056.2,-0.042170102,185341518.6,197483640.5,0.065512153,0.774642534,0.861730289,0.112423151,14009.55881,14180.4153,0.012195708
Category,Plains,Avocados,Hass,Conventional,2022,Quarterly,4046,1,2021-04-04,2022-04-03,16852324.27,14376128.62,-0.146934963,11259726.78,14672120.63,0.30306187,0.668140881,1.020589132,0.527505892,257.8135124,318.7548785,0.236377704
Category,Roanoke,Avocados,Hass,Total Hass,2022,YTD-Q,Total Hass,1,2021-04-04,2022-04-03,3225761.19,2962632.347,-0.081571086,2910292.854,3338361.498,0.147087824,0.902203444,1.12682274,0.248967456,263.9633251,286.4903409,0.085341461
Category,Roanoke,Avocados,Hass,Total Hass,2022,Quarterly,Total Hass,1,2021-04-04,2022-04-03,3225761.19,2962632.347,-0.081571086,2910292.854,3338361.498,0.147087824,0.902203444,1.12682274,0.248967456,263.9633251,286.4903409,0.085341461
Category,Roanoke,Avocados,Hass,Conventional,2022,Quarterly,4225,1,2021-04-04,2022-04-03,886070.0442,349265.4342,-0.605826383,971607.6948,593571.2617,-0.389083408,1.096535992,1.6994847,0.549866774,137.6443603,80.98825122,-0.411612281
Category,Roanoke,Avocados,Hass,Conventional,2022,Quarterly,4770,1,2021-04-04,2022-04-03,1744.268655,4064.472943,1.330187458,1673.013384,4033.086661,1.410672084,0.959148913,0.992277896,0.034539979,0.360554267,0.53281813,0.477775134
Category,Roanoke,Avocados,Hass,Conventional,2022,Quarterly,Conventional Hass Bags,1,2021-04-04,2022-04-03,697088.3294,705988.2968,0.012767345,617589.1667,810589.3031,0.312505702,0.885955396,1.148162522,0.295959737,81.82445772,88.98826601,0.087550941
Category,Roanoke,Avocados,Hass,Conventional,2022,Quarterly,Total Conventional Hass,1,2021-04-04,2022-04-03,2981861.495,2784320.009,-0.066247707,2641782.022,3066324.766,0.16070317,0.885950614,1.10128317,0.24305255,239.949384,263.1230821,0.096577444
Category,Roanoke,Avocados,Hass,Organic,2022,Quarterly,94046,1,2021-04-04,2022-04-03,4465.107398,7396.632803,0.65654085,9090.87546,19020.4846,1.092261046,2.035981366,2.57150586,0.263030155,1.792270497,3.663606322,1.044114618
Category,Roanoke,Avocados,Hass,Organic,2022,Quarterly,94225,1,2021-04-04,2022-04-03,47210.09355,31609.24341,-0.330455819,84621.78414,72186.86248,-0.146947051,1.7924511,2.283726363,0.274080148,14.87228224,12.23980595,-0.177005536
Category,Roanoke,Avocados,Hass,Organic,2022,Quarterly,Organic Hass Bags,1,2021-04-04,2022-04-03,192224.4943,139306.4615,-0.27529287,174798.1729,180829.385,0.034503862,0.909343909,1.298068898,0.427478521,20.35415642,20.76728958,0.020297238
